task,fragment,kind,adme_col,es,delta_median,cohens_d,logOR,n_present,n_absent,p,q
mouse,C:CCl,continuous,Synthetic Accessibility,-0.0255854936937491,-0.22999999999999998,-0.20134161805986164,,597,2146,1.1297545955059445e-06,2.9656058132031048e-06
mouse,C:CCl,continuous,TPSA,-0.0255854936937491,-0.18999999999999773,-0.08379802525678753,,597,2146,0.189554184322407,0.2437125227002376
mouse,C:CCl,continuous,WLOGP,-0.0255854936937491,0.5999999999999996,0.3193679986161874,,597,2146,9.593054196186464e-15,4.6489416489211324e-14
mouse,C:CCl,continuous,XLOGP3,-0.0255854936937491,0.75,0.4498118604293746,,597,2146,2.204638437278483e-23,2.976261890325952e-22
mouse,C:CCl,continuous,iLOGP,-0.0255854936937491,0.04999999999999982,0.11996425356149559,,597,2146,0.03657699641382476,0.05908591728387077
mouse,C:CCl,continuous,log Kp (cm/s),-0.0255854936937491,0.3799999999999999,0.3400454360901746,,597,2146,1.4492940965502094e-13,6.370153122046269e-13
mouse,CCl,continuous,#Heavy atoms,-0.0212247702425388,0.0,0.022380553339207073,,604,2139,0.7707579321749718,0.8092958287837204
mouse,CCl,continuous,Ali Log S,-0.0212247702425388,-0.8100000000000005,-0.397117510435981,,604,2139,1.3299380542969651e-20,8.667527319383669e-20
mouse,CCl,continuous,Ali Solubility (mg/ml),-0.0212247702425388,-0.0032580000000000005,-0.025641004502218706,,604,2139,5.918540988538671e-21,4.660851028474203e-20
mouse,CCl,continuous,Ali Solubility (mol/l),-0.0212247702425388,-8.360000000000001e-06,-0.02543282280230525,,604,2139,1.3154094600877996e-20,8.667527319383669e-20
mouse,CCl,continuous,Consensus Log P,-0.0212247702425388,0.5450000000000004,0.4094500535603251,,604,2139,2.2453026210164967e-20,1.3689103076519932e-19
mouse,CCl,continuous,ESOL Log S,-0.0212247702425388,-0.665,-0.47796679683634263,,604,2139,5.975790977566709e-27,9.411870789667567e-26
mouse,CCl,continuous,ESOL Solubility (mg/ml),-0.0212247702425388,-0.006495,-0.04014832181605436,,604,2139,9.936574960492372e-28,3.130021112555097e-26
mouse,CCl,continuous,ESOL Solubility (mol/l),-0.0212247702425388,-1.6115e-05,-0.03678820546608237,,604,2139,5.901617223744003e-27,9.411870789667567e-26
mouse,CCl,continuous,MLOGP,-0.0212247702425388,0.6099999999999999,0.5088377781518679,,604,2139,1.771366634492798e-27,4.7826899131305546e-26
mouse,CCl,continuous,MR,-0.0212247702425388,0.1150000000000091,0.07405717949990476,,604,2139,0.36682737067092475,0.42533971200493725
mouse,CCl,continuous,MW,-0.0212247702425388,13.904999999999973,0.20322320702956254,,604,2139,5.5406986475588964e-05,0.00012770634687666238
mouse,CCl,continuous,Silicos-IT Log P,-0.0212247702425388,0.5050000000000003,0.33213468257248796,,604,2139,1.1520738270652987e-12,4.2694500650066955e-12
mouse,CCl,continuous,Silicos-IT LogSw,-0.0212247702425388,-0.8700000000000001,-0.4558355229449078,,604,2139,5.496000859728362e-22,4.7215643749484566e-21
mouse,CCl,continuous,Silicos-IT Solubility (mg/ml),-0.0212247702425388,-4.2445000000000004e-05,-0.03709375673798133,,604,2139,2.0845568121349898e-22,2.073585460492174e-21
mouse,CCl,continuous,Silicos-IT Solubility (mol/l),-0.0212247702425388,-9.585e-08,-0.03680074984378187,,604,2139,5.393558630164922e-22,4.7215643749484566e-21
mouse,CCl,continuous,Synthetic Accessibility,-0.0212247702425388,-0.22999999999999998,-0.2094211341017729,,604,2139,3.4423514245895064e-07,9.567712047756126e-07
mouse,CCl,continuous,TPSA,-0.0212247702425388,-0.1700000000000017,-0.08552412911531504,,604,2139,0.1845750338006441,0.23893617389261465
mouse,CCl,continuous,WLOGP,-0.0212247702425388,0.5899999999999999,0.31380865455872403,,604,2139,1.4685731350546477e-14,6.93900806313321e-14
mouse,CCl,continuous,XLOGP3,-0.0212247702425388,0.75,0.44499903826504433,,604,2139,2.4824818108708158e-23,3.1279270816972282e-22
mouse,CCl,continuous,iLOGP,-0.0212247702425388,0.04999999999999982,0.11655715748555921,,604,2139,0.041499518828183334,0.06591100049182058
mouse,CCl,continuous,log Kp (cm/s),-0.0212247702425388,0.3799999999999999,0.3394922212390834,,604,2139,1.2606954007573627e-13,5.673129303408132e-13
mouse,C:S:C:C:N,continuous,#Heavy atoms,0.0207471748193105,0.0,-0.11049190097255883,,165,2578,0.17961972486636013,0.23575088888709766
mouse,C:S:C:C:N,continuous,Ali Log S,0.0207471748193105,-1.1500000000000004,-0.5710692833683614,,165,2578,8.368986243653701e-16,4.393717777918193e-15
mouse,C:S:C:C:N,continuous,Ali Solubility (mg/ml),0.0207471748193105,-0.002894,-0.021290008705244074,,165,2578,1.078471343540596e-16,5.995031880269784e-16
mouse,C:S:C:C:N,continuous,Ali Solubility (mol/l),0.0207471748193105,-6.7310000000000004e-06,-0.021112446500534704,,165,2578,8.322102113000613e-16,4.393717777918193e-15
mouse,C:S:C:C:N,continuous,Consensus Log P,0.0207471748193105,0.33499999999999996,0.16690629209482896,,165,2578,0.008370969012623072,0.014925595692318496
mouse,C:S:C:C:N,continuous,ESOL Log S,0.0207471748193105,-0.34999999999999964,-0.21104754392634406,,165,2578,0.0023425725442084034,0.004660486430056719
mouse,C:S:C:C:N,continuous,ESOL Solubility (mg/ml),0.0207471748193105,-0.0034100000000000003,-0.030792530254291843,,165,2578,0.001809966003395041,0.0036783180068995997
mouse,C:S:C:C:N,continuous,ESOL Solubility (mol/l),0.0207471748193105,-8.28e-06,-0.030486359299470956,,165,2578,0.0023756300247686148,0.00467702161126321
mouse,C:S:C:C:N,continuous,MLOGP,0.0207471748193105,-0.52,-0.34551444101424345,,165,2578,2.1417915950364524e-05,5.257124824180383e-05
mouse,C:S:C:C:N,continuous,MR,0.0207471748193105,0.36999999999999034,-0.0428766224357234,,165,2578,0.733912505297758,0.7792666488835744
mouse,C:S:C:C:N,continuous,MW,0.0207471748193105,8.524999999999977,0.07336431670717942,,165,2578,0.2395236179043153,0.2958821162347424
mouse,C:S:C:C:N,continuous,Silicos-IT Log P,0.0207471748193105,0.9100000000000001,0.5439922441441968,,165,2578,2.305199889680647e-12,8.22042979527627e-12
mouse,C:S:C:C:N,continuous,Silicos-IT LogSw,0.0207471748193105,0.3550000000000004,0.06053138340109237,,165,2578,0.32275959962305134,0.3813780506393688
mouse,C:S:C:C:N,continuous,Silicos-IT Solubility (mg/ml),0.0207471748193105,3.2500000000000004e-05,-0.029616302840752853,,165,2578,0.2829485864790423,0.3384638154717658
mouse,C:S:C:C:N,continuous,Silicos-IT Solubility (mol/l),0.0207471748193105,8.425e-08,-0.030205069956734915,,165,2578,0.32285972540898944,0.3813780506393688
mouse,C:S:C:C:N,continuous,Synthetic Accessibility,0.0207471748193105,0.0,-0.008578112259924185,,165,2578,0.3364624958489395,0.3949777125183203
mouse,C:S:C:C:N,continuous,TPSA,0.0207471748193105,25.66000000000001,0.7718974481895388,,165,2578,2.319955440409549e-22,2.192357891187024e-21
mouse,C:S:C:C:N,continuous,WLOGP,0.0207471748193105,0.4399999999999995,0.15163263780524636,,165,2578,0.005584576500886634,0.010347891751642881
mouse,C:S:C:C:N,continuous,XLOGP3,0.0207471748193105,0.45999999999999996,0.19645635429449204,,165,2578,0.002659425163856885,0.00518176655638094
mouse,C:S:C:C:N,continuous,iLOGP,0.0207471748193105,-0.06999999999999984,-0.02776545736821583,,165,2578,0.7024179761537879,0.7586114142460909
mouse,C:S:C:C:N,continuous,log Kp (cm/s),0.0207471748193105,0.2400000000000002,0.16074048090754636,,165,2578,0.005149251622159684,0.009635728283051289
mouse,O=CNO,continuous,#Heavy atoms,-0.0206560558742947,-2.0,-0.30668740500234537,,46,2697,0.02693876855913971,0.043891614290322456
mouse,O=CNO,continuous,Ali Log S,-0.0206560558742947,1.165000000000001,0.6633625272288469,,46,2697,4.5054937653846973e-07,1.2164833166538683e-06
mouse,O=CNO,continuous,Ali Solubility (mg/ml),-0.0206560558742947,0.03315,-0.020238992287724782,,46,2697,3.0170964963478117e-07,8.510913997160245e-07
mouse,O=CNO,continuous,Ali Solubility (mol/l),-0.0206560558742947,8.103e-05,-0.02012037038498261,,46,2697,4.4859483942891964e-07,1.2164833166538683e-06
mouse,O=CNO,continuous,Consensus Log P,-0.0206560558742947,-1.12,-0.8364751297889612,,46,2697,1.7611140653245807e-09,5.73880273010941e-09
mouse,O=CNO,continuous,ESOL Log S,-0.0206560558742947,1.0550000000000002,0.8298073042548356,,46,2697,3.370582225765042e-09,1.0274839365638596e-08
mouse,O=CNO,continuous,ESOL Solubility (mg/ml),-0.0206560558742947,0.06337000000000001,-0.02637259435913777,,46,2697,1.5170928162224048e-09,5.030360390632185e-09
mouse,O=CNO,continuous,ESOL Solubility (mol/l),-0.0206560558742947,0.0001409,-0.026453099736617226,,46,2697,3.340426071631357e-09,1.0274839365638596e-08
mouse,O=CNO,continuous,MLOGP,-0.0206560558742947,-0.6749999999999998,-0.4559415678511878,,46,2697,0.0008480716996783957,0.001761379683947437
mouse,O=CNO,continuous,MR,-0.0206560558742947,-13.280000000000001,-0.4150071053790028,,46,2697,0.0021152384378133092,0.004252979412199101
mouse,O=CNO,continuous,MW,-0.0206560558742947,-30.534999999999968,-0.2996309886508665,,46,2697,0.04436651618030387,0.06987726298397859
mouse,O=CNO,continuous,Silicos-IT Log P,-0.0206560558742947,-1.44,-0.7779919332765822,,46,2697,9.489164945225069e-09,2.8022690228867782e-08
mouse,O=CNO,continuous,Silicos-IT LogSw,-0.0206560558742947,1.3550000000000004,0.5740940471638308,,46,2697,2.5208655987230647e-05,5.9706217092021274e-05
mouse,O=CNO,continuous,Silicos-IT Solubility (mg/ml),-0.0206560558742947,0.0006609000000000001,-0.028701084251490816,,46,2697,2.1958179335733616e-05,5.320635762120069e-05
mouse,O=CNO,continuous,Silicos-IT Solubility (mol/l),-0.0206560558742947,1.4210000000000002e-06,-0.02887836349033439,,46,2697,2.527247284318361e-05,5.9706217092021274e-05
mouse,O=CNO,continuous,Synthetic Accessibility,-0.0206560558742947,-0.20999999999999996,-0.4529164580599863,,46,2697,0.0033778905600131788,0.006514503222882558
mouse,O=CNO,continuous,TPSA,-0.0206560558742947,11.509999999999991,0.25281311411970464,,46,2697,0.010510621347699941,0.01822483885059898
mouse,O=CNO,continuous,WLOGP,-0.0206560558742947,-1.3850000000000002,-0.7475603732659549,,46,2697,4.167106554260033e-08,1.1933077859926457e-07
mouse,O=CNO,continuous,XLOGP3,-0.0206560558742947,-1.4900000000000002,-0.7969815120482029,,46,2697,1.3835951559809539e-08,4.023068992006158e-08
mouse,O=CNO,continuous,iLOGP,-0.0206560558742947,-0.75,-0.8001501662026703,,46,2697,2.336974761902666e-09,7.486241186433964e-09
mouse,O=CNO,continuous,log Kp (cm/s),-0.0206560558742947,-0.8250000000000002,-0.6557235833415136,,46,2697,1.443489766449853e-06,3.737254326835921e-06
mouse,CF,continuous,#Heavy atoms,-0.019177355922416907,2.0,0.19558267406023955,,980,1763,8.32542588618937e-09,2.497627765856811e-08
mouse,CF,continuous,Ali Log S,-0.019177355922416907,-0.27999999999999936,-0.13100884156274564,,980,1763,0.00015954597703149423,0.00034659988113738404
mouse,CF,continuous,Ali Solubility (mg/ml),-0.019177355922416907,-0.0014299999999999998,-0.031051711028432707,,980,1763,0.0006207003721822907,0.0013181165207017183
mouse,CF,continuous,Ali Solubility (mol/l),-0.019177355922416907,-3.6550000000000006e-06,-0.030826017872669136,,980,1763,0.000158653213343734,0.00034659988113738404
mouse,CF,continuous,Consensus Log P,-0.019177355922416907,0.5250000000000004,0.43160347066795307,,980,1763,4.904395451754986e-27,9.269307403816924e-26
mouse,CF,continuous,ESOL Log S,-0.019177355922416907,-0.375,-0.2837974390552104,,980,1763,2.248049847900762e-13,9.040030239430724e-13
mouse,CF,continuous,ESOL Solubility (mg/ml),-0.019177355922416907,-0.004364999999999999,-0.04938630350115281,,980,1763,1.6956059313275603e-12,6.162875404248248e-12
mouse,CF,continuous,ESOL Solubility (mol/l),-0.019177355922416907,-1.1405e-05,-0.04555605678839914,,980,1763,2.226245864508569e-13,9.040030239430724e-13
mouse,CF,continuous,MLOGP,-0.019177355922416907,0.6799999999999997,0.5279634397755539,,980,1763,3.6302072828959682e-40,2.28703058822446e-38
mouse,CF,continuous,MR,-0.019177355922416907,-3.5250000000000057,-0.09170217692512708,,980,1763,0.05714920310387173,0.08640959509305407
mouse,CF,continuous,MW,-0.019177355922416907,26.960000000000036,0.2542629649453552,,980,1763,5.964904808886182e-13,2.3007489977132415e-12
mouse,CF,continuous,Silicos-IT Log P,-0.019177355922416907,0.54,0.33176172408822396,,980,1763,5.203978502059599e-17,2.980460414815952e-16
mouse,CF,continuous,Silicos-IT LogSw,-0.019177355922416907,-0.6749999999999998,-0.3177239134433004,,980,1763,6.607836910573442e-15,3.286529410785212e-14
mouse,CF,continuous,Silicos-IT Solubility (mg/ml),-0.019177355922416907,-3.9450000000000003e-05,-0.04583928372202795,,980,1763,2.5369009797442638e-14,1.169449476028453e-13
mouse,CF,continuous,Silicos-IT Solubility (mol/l),-0.019177355922416907,-9.8e-08,-0.04559197455933474,,980,1763,6.462792257886708e-15,3.286529410785212e-14
mouse,CF,continuous,Synthetic Accessibility,-0.019177355922416907,-0.029999999999999805,-0.0806624824630705,,980,1763,0.4375579443922103,0.5012027363038045
mouse,CF,continuous,TPSA,-0.019177355922416907,-2.2700000000000102,-0.07757927131447656,,980,1763,0.09685886275488761,0.13661436612443104
mouse,CF,continuous,WLOGP,-0.019177355922416907,1.13,0.7817159337902357,,980,1763,2.9171570903100035e-73,5.513426900685907e-71
mouse,CF,continuous,XLOGP3,-0.019177355922416907,0.2799999999999998,0.16889650183218943,,980,1763,1.3247398200161862e-05,3.294418762934989e-05
mouse,CF,continuous,iLOGP,-0.019177355922416907,-0.08499999999999996,-0.11528002914513265,,980,1763,0.005691514306782551,0.010443652465843709
mouse,CF,continuous,log Kp (cm/s),-0.019177355922416907,0.0,0.018842493531314543,,980,1763,0.6995823092719076,0.7586114142460909
mouse,C:C:C:O,continuous,#Heavy atoms,0.0181498966283268,-1.0,-0.001873425944000272,,187,2556,0.9775434041829765,0.9775434041829764
mouse,C:C:C:O,continuous,Ali Log S,0.0181498966283268,-0.3099999999999996,-0.16438701732733213,,187,2556,0.024785016878723237,0.0407443866508309
mouse,C:C:C:O,continuous,Ali Solubility (mg/ml),0.0181498966283268,-0.001425,-0.021430063870607273,,187,2556,0.016908635060893587,0.02853332166525793
mouse,C:C:C:O,continuous,Ali Solubility (mol/l),0.0181498966283268,-3.335e-06,-0.021266720452204523,,187,2556,0.024791558015055837,0.0407443866508309
mouse,C:C:C:O,continuous,Consensus Log P,0.0181498966283268,0.10000000000000009,0.09125737691094626,,187,2556,0.19899146738272222,0.2541174819955034
mouse,C:C:C:O,continuous,ESOL Log S,0.0181498966283268,-0.08000000000000007,-0.09109502993076826,,187,2556,0.2280594453573369,0.28545188855984555
mouse,C:C:C:O,continuous,ESOL Solubility (mg/ml),0.0181498966283268,-0.0012799999999999999,-0.0331681343600406,,187,2556,0.18263618301171824,0.23805681785665342
mouse,C:C:C:O,continuous,ESOL Solubility (mol/l),0.0181498966283268,-2.6500000000000017e-06,-0.030924730194942514,,187,2556,0.23048792992500944,0.28659354444622887
mouse,C:C:C:O,continuous,MLOGP,0.0181498966283268,-0.3700000000000001,-0.31788770698454877,,187,2556,1.044288144377555e-05,2.6671683687480798e-05
mouse,C:C:C:O,continuous,MR,0.0181498966283268,-3.0600000000000023,-0.08115722614733496,,187,2556,0.44850820650835654,0.5106509098197554
mouse,C:C:C:O,continuous,MW,0.0181498966283268,-8.939999999999998,-0.03652389777682638,,187,2556,0.7331020779568841,0.7792666488835744
mouse,C:C:C:O,continuous,Silicos-IT Log P,0.0181498966283268,0.3599999999999999,0.20555714365256003,,187,2556,0.006181064229972064,0.011232895571776156
mouse,C:C:C:O,continuous,Silicos-IT LogSw,0.0181498966283268,-0.5600000000000005,-0.12506833594228076,,187,2556,0.0642206636989321,0.09557248377242653
mouse,C:C:C:O,continuous,Silicos-IT Solubility (mg/ml),0.0181498966283268,-2.3219999999999998e-05,-0.03147524173336519,,187,2556,0.05018937223119679,0.07712025489183896
mouse,C:C:C:O,continuous,Silicos-IT Solubility (mol/l),0.0181498966283268,-5.3649999999999994e-08,-0.03134397850983842,,187,2556,0.06409731568200905,0.09557248377242653
mouse,C:C:C:O,continuous,Synthetic Accessibility,0.0181498966283268,0.40000000000000036,0.24047259142032623,,187,2556,9.4795842479175e-07,2.5234386237414192e-06
mouse,C:C:C:O,continuous,TPSA,0.0181498966283268,4.3799999999999955,0.11483572947527283,,187,2556,0.051315631261718946,0.07821495410052323
mouse,C:C:C:O,continuous,WLOGP,0.0181498966283268,0.2999999999999998,0.10459725481334789,,187,2556,0.11479945800229006,0.15953748207671192
mouse,C:C:C:O,continuous,XLOGP3,0.0181498966283268,0.2200000000000002,0.10812940258202276,,187,2556,0.14311095589411546,0.19319979045705588
mouse,C:C:C:O,continuous,iLOGP,0.0181498966283268,0.20000000000000018,0.26720251849146764,,187,2556,0.0007935097083087274,0.0016663703874483275
mouse,C:C:C:O,continuous,log Kp (cm/s),0.0181498966283268,0.1899999999999995,0.13585581819056677,,187,2556,0.04095683352549993,0.06560035200270752
mouse,C/C=C,continuous,#Heavy atoms,0.017629242191712,3.0,0.5755776884703796,,368,2375,1.1491249840553799e-20,8.04387488838766e-20
mouse,C/C=C,continuous,Ali Log S,0.017629242191712,-0.6849999999999996,-0.43879846375969717,,368,2375,1.72160187341171e-13,7.395062592609391e-13
mouse,C/C=C,continuous,Ali Solubility (mg/ml),0.017629242191712,-0.0025395,-0.022421545628468202,,368,2375,9.508169339078099e-13,3.5940880101715215e-12
mouse,C/C=C,continuous,Ali Solubility (mol/l),0.017629242191712,-6.130000000000001e-06,-0.02245597415153216,,368,2375,1.7690752518598615e-13,7.430116057811418e-13
mouse,C/C=C,continuous,Consensus Log P,0.017629242191712,0.3099999999999996,0.21511170632522322,,368,2375,0.00011836387292935775,0.0002631855527488072
mouse,C/C=C,continuous,ESOL Log S,0.017629242191712,-0.47500000000000053,-0.35991690819088873,,368,2375,2.9924085085395196e-10,1.0099378716320879e-09
mouse,C/C=C,continuous,ESOL Solubility (mg/ml),0.017629242191712,-0.004395,-0.02218572339498234,,368,2375,3.3106456265035987e-09,1.0274839365638596e-08
mouse,C/C=C,continuous,ESOL Solubility (mol/l),0.017629242191712,-1.0959999999999998e-05,-0.024994270525509663,,368,2375,2.8743602185433663e-10,9.87734693281266e-10
mouse,C/C=C,continuous,MLOGP,0.017629242191712,0.07000000000000028,0.017976182008411747,,368,2375,0.6255659588912376,0.6995974333162361
mouse,C/C=C,continuous,MR,0.017629242191712,17.449999999999974,0.6300083213752001,,368,2375,1.1749794408479657e-24,1.7082393409251192e-23
mouse,C/C=C,continuous,MW,0.017629242191712,53.06499999999994,0.5372890090766606,,368,2375,8.926275014500231e-18,5.2720811804391986e-17
mouse,C/C=C,continuous,Silicos-IT Log P,0.017629242191712,0.5249999999999995,0.21607075870590883,,368,2375,7.349503965410162e-05,0.00016735617463403864
mouse,C/C=C,continuous,Silicos-IT LogSw,0.017629242191712,-0.15500000000000025,-0.06513131032813278,,368,2375,0.07201201951437765,0.10558872846372098
mouse,C/C=C,continuous,Silicos-IT Solubility (mg/ml),0.017629242191712,-6.799999999999999e-06,-0.023978698436458938,,368,2375,0.16754419621055439,0.22299896537883648
mouse,C/C=C,continuous,Silicos-IT Solubility (mol/l),0.017629242191712,-2.2100000000000006e-08,-0.026601385466049725,,368,2375,0.07206849720539686,0.10558872846372098
mouse,C/C=C,continuous,Synthetic Accessibility,0.017629242191712,0.9300000000000002,0.8901141068179896,,368,2375,4.3925236093953995e-48,4.150934810878653e-46
mouse,C/C=C,continuous,TPSA,0.017629242191712,16.480000000000004,0.43139042162143193,,368,2375,6.950052654848205e-12,2.4325184291968716e-11
mouse,C/C=C,continuous,WLOGP,0.017629242191712,0.4400000000000004,0.21227908374950957,,368,2375,1.0772686097686188e-05,2.7147168966169198e-05
mouse,C/C=C,continuous,XLOGP3,0.017629242191712,0.38999999999999924,0.23527354613960424,,368,2375,7.472472987941067e-05,0.000168130642228674
mouse,C/C=C,continuous,iLOGP,0.017629242191712,0.20500000000000007,0.20758256270612846,,368,2375,0.00016527230229855216,0.00035495983107302676
mouse,C/C=C,continuous,log Kp (cm/s),0.017629242191712,0.040000000000000036,-0.0737074996818562,,368,2375,0.5692556064476236,0.6404125572535766
mouse,CI,continuous,#Heavy atoms,-0.017519511282444,-4.0,-0.5588906696683371,,16,2727,0.007726303430788025,0.013907346175418445
mouse,CI,continuous,Ali Log S,-0.017519511282444,0.9150000000000009,0.5165133749600295,,16,2727,0.00970782921264168,0.01703592329273021
mouse,CI,continuous,Ali Solubility (mg/ml),-0.017519511282444,0.021910000000000002,-0.020021745567613825,,16,2727,0.005146803151655057,0.009635728283051289
mouse,CI,continuous,Ali Solubility (mol/l),-0.017519511282444,4.3599999999999996e-05,-0.019913850007132236,,16,2727,0.009734813310131549,0.01703592329273021
mouse,CI,continuous,Consensus Log P,-0.017519511282444,-0.5399999999999996,-0.25087767689082796,,16,2727,0.14504297733716529,0.19441931004768964
mouse,CI,continuous,ESOL Log S,-0.017519511282444,0.45500000000000007,0.15650645522384193,,16,2727,0.2653120357086862,0.32350951450930127
mouse,CI,continuous,ESOL Solubility (mg/ml),-0.017519511282444,0.012799999999999999,-0.03242693636046475,,16,2727,0.17830924228665468,0.235667460085159
mouse,CI,continuous,ESOL Solubility (mol/l),-0.017519511282444,2.845e-05,-0.02986487048593683,,16,2727,0.26416101447753904,0.32350951450930127
mouse,CI,continuous,MLOGP,-0.017519511282444,-0.25000000000000044,0.16608270108473921,,16,2727,0.8126815479537794,0.8486011743826757
mouse,CI,continuous,MR,-0.017519511282444,-14.649999999999991,-0.4922563711213065,,16,2727,0.021672285450571552,0.0362483358421064
mouse,CI,continuous,MW,-0.017519511282444,52.72500000000002,0.3860890467283595,,16,2727,0.014421033864276737,0.024554733336471197
mouse,CI,continuous,Silicos-IT Log P,-0.017519511282444,-0.6700000000000004,0.019498014712373092,,16,2727,0.6542856638579649,0.7274117086420905
mouse,CI,continuous,Silicos-IT LogSw,-0.017519511282444,1.3000000000000007,0.27789112804284205,,16,2727,0.14274300889673558,0.19319979045705588
mouse,CI,continuous,Silicos-IT Solubility (mg/ml),-0.017519511282444,0.0006096,-0.029679185788316437,,16,2727,0.1072220397052009,0.15011085558728127
mouse,CI,continuous,Silicos-IT Solubility (mol/l),-0.017519511282444,1.2869e-06,-0.029511164455061176,,16,2727,0.1424850352820371,0.19319979045705588
mouse,CI,continuous,Synthetic Accessibility,-0.017519511282444,-0.07000000000000028,-0.3001646396534095,,16,2727,0.365142132975914,0.42533971200493725
mouse,CI,continuous,TPSA,-0.017519511282444,4.290000000000006,-0.0271528879843019,,16,2727,0.7134371562021062,0.7661342188761254
mouse,CI,continuous,WLOGP,-0.017519511282444,-0.7149999999999999,-0.3245158734158381,,16,2727,0.1247093723356365,0.17204431657981972
mouse,CI,continuous,XLOGP3,-0.017519511282444,-0.9199999999999995,-0.5087761663395328,,16,2727,0.012860608806523989,0.022096864222118488
mouse,CI,continuous,iLOGP,-0.017519511282444,-0.44499999999999984,-0.4357552900729232,,16,2727,0.049790214398763195,0.07712025489183896
mouse,CI,continuous,log Kp (cm/s),-0.017519511282444,-0.9000000000000004,-0.7809809314243337,,16,2727,0.0011063127535837645,0.0022727512002970814
mouse,NN,continuous,#Heavy atoms,-0.0170980989933013,-1.0,0.1103005275642874,,35,2708,0.9591883392333519,0.9642904048675719
mouse,NN,continuous,Ali Log S,-0.0170980989933013,-0.10000000000000053,-0.06437401253929058,,35,2708,0.6986998985638122,0.7586114142460909
mouse,NN,continuous,Ali Solubility (mg/ml),-0.0170980989933013,-0.00074,-0.0202409184013644,,35,2708,0.6673259863785103,0.7375708270499324
mouse,NN,continuous,Ali Solubility (mol/l),-0.0170980989933013,-1.2750000000000005e-06,-0.020084064623487555,,35,2708,0.6977468170294366,0.7586114142460909
mouse,NN,continuous,Consensus Log P,-0.0170980989933013,-0.11999999999999966,-0.2137662794440598,,35,2708,0.26936703302799847,0.3263485207839212
mouse,NN,continuous,ESOL Log S,-0.0170980989933013,-0.17999999999999972,0.05769057074369682,,35,2708,0.8477150937653801,0.8755090312658844
mouse,NN,continuous,ESOL Solubility (mg/ml),-0.0170980989933013,-0.0015500000000000002,-0.015641603574388114,,35,2708,0.8667711885812422,0.8903247534883413
mouse,NN,continuous,ESOL Solubility (mol/l),-0.0170980989933013,-4.7200000000000005e-06,-0.024581883087200728,,35,2708,0.8453607502022265,0.8755090312658844
mouse,NN,continuous,MLOGP,-0.0170980989933013,0.10000000000000009,0.12971542199509303,,35,2708,0.4189137187465055,0.48277251733591187
mouse,NN,continuous,MR,-0.0170980989933013,5.029999999999987,0.1997308526487544,,35,2708,0.5454694531020481,0.6173277044089047
mouse,NN,continuous,MW,-0.0170980989933013,1.1549999999999727,0.14966324686384613,,35,2708,0.75308137357057,0.7951529586862444
